189	tener	tener
190	dice	decir
191	mío	mío
192	crees	creer
193	buena	buena
194	gusta	gustar
195	nuestro	nuestro
196	nuevo	nuevo
197	será	ser
198	haciendo	hacer
199	días	día
200	nombre	nombre
201	buen	bueno
202	había	haber
203	ven	venir
204	tres	tres
205	menos	menos
206	debe	deber
207	tenía	tener
208	mal	mal
209	conmigo	conmigo
210	madre	madre
211	hoy	hoy
212	quien	quien
213	sido	ser
214	mamá	mamá
215	tienen	tener
216	luego	luego
217	todas	todo
218	allí	allí
219	toda	todo
220	hora	hora
221	mujer	mujer
222	visto	ver
223	haces	hacer
224	importa	importar
225	contigo	contigo
226	ve	ir
227	tarde	tardar
228	oye	oír
229	parte	parte
230	haber	haber
231	hombres	hombre
232	problema	problema
233	mas	mas
234	saber	saber
235	quería	querer
236	aún	aún
237	veces	vez
238	nuestra	nuestro
239	hacerlo	hacer
240	cada	cada
241	hizo	hacer
242	veo	ver
243	tanto	tanto
244	razón	razón
245	ustedes	usted
246	idea	idea
247	esos	eso
248	van	ir
249	quizá	quizá
250	debo	deber
251	alguna	alguno
252	cierto	cierto
253	ud	usted
254	muerto	morir
255	unos	un
256	estos	este
257	salir	salir
258	policía	policía
259	realmente	realmente
260	demasiado	demasiado
261	familia	familia
262	pueden	poder
263	cabeza	cabeza
264	hemos	haber
265	amigos	amigo
266	chica	chica
267	cariño	cariño
268	lado	lado
269	allá	allá
270	entre	entre
271	minutos	minuto
272	digo	decir
273	algún	algún
274	serio	serio
275	cuidado	cuidado
276	pasó	pasar
277	buenas	bueno
278	somos	ser
279	amor	amor
280	puerta	puerta
281	ves	ver
282	vaya	ir
283	ah	ah
284	suerte	suerte
285	eh	eh
286	rápido	rápido
287	cuenta	cuenta
288	quizás	quizás
289	esas	ese
290	pues	pues
291	pasado	pasado
292	pensé	pensar
293	todavía	todavía
294	hermano	hermano
295	debes	deber
296	casi	casi
297	forma	forma
298	aqui	aquí
299	chico	chico
300	ok	ok
301	dicho	dicho
302	nueva	nueva
303	sabía	saber
304	muchas	mucho
305	dentro	dentro
306	hice	hacer
307	contra	contra
308	auto	auto
309	camino	caminar
310	ayuda	ayudar
311	primera	primera
312	hacia	hacia
313	vi	ver
314	miedo	miedo
315	adiós	adiós
316	primero	primero
317	debería	deber
318	poder	poder
319	niños	niño
320	sería	ser
321	historia	historia
322	hey	hey
323	mientras	mientras
324	ciudad	ciudad
325	dijiste	decir
326	espero	esperar
327	cuánto	cuánto
328	esposa	esposar
329	pronto	pronto
330	chicos	chico
331	cualquier	cualquier
332	viejo	viejo
333	debemos	deber
334	deja	dejar
335	año	año
336	muerte	muerte
337	hablando	hablar
338	manos	mano
339	da	dar
340	loco	loco
341	problemas	problema
342	mano	mano
343	guerra	guerra
344	semana	semana
345	pasar	pasar
346	vale	vale
347	cuál	cuál
348	viene	venir
349	volver	volver
350	toma	tomar
351	caso	casar
352	agua	agua
353	haré	hacer
354	vete	ir
355	entiendo	entender
356	horas	hora
357	personas	persona
358	capitán	capitán
359	adelante	adelante
360	niño	niño
361	listo	listo
362	noches	noche
363	buenos	bueno
364	iba	ir
365	juntos	junto
366	dame	dar
367	único	único
368	déjame	dejar
369	cerca	cercar
370	otros	otro
371	sigue	seguir
372	grande	grande
373	arriba	arriba
374	jefe	jefe
375	habla	habla
376	supongo	suponer
377	manera	manera
378	quieren	querer
379	feliz	feliz
380	significa	significar
381	sangre	sangre
382	fin	fin
383	bajo	bajo
384	llama	llama
385	venir	venir
386	morir	morir
387	importante	importante
388	hiciste	hacer
389	ojos	ojo
390	escucha	escuchar
391	entrar	entrar
392	ningún	ninguno
393	corazón	corazón
394	diablos	diablo
395	necesitamos	necesitar
396	atrás	atrás
397	durante	durante
398	dices	decir
399	nuestros	nuestro
400	persona	persona
401	abajo	abajo
402	dr	doctor
403	hija	hija
404	dejar	dejar
405	necesita	necesitar
406	llegar	llegar
407	hago	hacer
408	señora	señora
409	haya	haya
410	suficiente	suficiente
411	doctor	doctor
412	gustaría	gustar
413	tierra	tierra
414	cara	cara
415	siquiera	siquiera
416	genial	genial
417	cree	creer
418	supuesto	suponer
419	tomar	tomar
420	equipo	equipar
421	justo	justo
422	juego	jugar
423	ninguna	ninguno
424	matar	matar
425	cinco	cinco
426	dicen	decir
427	amo	amar
428	cuándo	cuándo
429	pequeño	pequeño
430	algunos	alguno
431	conozco	conocer
432	clase	clase
433	maldito	maldito
434	unas	un
435	muchos	mucho
436	hubiera	haber
437	segundo	segundo
438	aunque	aunque
439	pueda	poder
440	dime	decir
441	igual	igual
442	comida	comer
443	ay	ay
444	cuerpo	cuerpo
445	encontrar	encontrar
446	fuerte	fuerte
447	vuelta	volver
448	venga	venir
449	creer	creer
450	realidad	realidad
451	saben	saber
452	puta	puta
453	deberías	deber
454	pregunta	preguntar
455	fui	ser
456	cuatro	cuatro
457	sra	señora
458	primer	primero
459	trabajar	trabajar
460	e	y
461	hagas	hacer
462	alto	alto
463	maldita	maldito
464	comer	comer
465	número	número
466	dar	dar
467	necesitas	necesitar
468	oportunidad	oportunidad
469	punto	punto
470	misma	mismo
471	última	último
472	afuera	afuera
473	mujeres	mujer
474	pensar	pensar
475	fueron	ser
476	difícil	difícil
477	vivir	vivir
478	paso	pasar
479	malo	malo
480	estabas	estar
481	vivo	vivo
482	haga	hacer
483	queda	quedar
484	hijos	hijo
485	mayor	mayor
486	fiesta	fiesta
487	hacen	hacer
488	medio	medio
489	algunas	alguno
490	basta	bastar
491	arma	armar
492	vino	vino
493	meses	mes
494	cuarto	cuarto
495	éste	este
496	escuela	escuela
497	esté	estar
498	dólares	dólar
499	tío	tío
500	posible	posible
501	tuve	tener
502	fácil	fácil
503	preocupes	preocupar
504	luz	luz
505	eran	ser
506	carajo	carajo
507	final	final
508	lista	listo
509	trata	tratar
510	armas	armar
511	hermana	hermana
512	exactamente	exactamente
513	chicas	chica
514	podía	poder
515	bastante	bastante
516	seguridad	seguridad
517	pasando	pasar
518	esperando	esperar
519	acá	acá
520	teléfono	teléfono
521	perro	perro
522	fuego	fuego
523	murió	morir
524	tampoco	tampoco
525	sola	solo
526	estuvo	estar
527	verte	ver
528	iré	ir
529	tenido	tener
530	culpa	culpar
531	veras	veras
532	adónde	adónde
533	buscando	buscar
534	cuanto	cuanto
535	padres	padre
536	paz	paz
537	demonios	demonio
538	estará	estar
539	cual	cual
540	perdón	perdón
541	asi	así
542	jugar	jugar
543	pensando	pensar
544	esperar	esperar
545	sabemos	saber
546	recuerdo	recordar
547	par	par
548	joven	joven
549	seguir	seguir
550	pueblo	pueblo
551	tenga	tener
552	caballeros	caballero
553	idiota	idiota
554	dio	dar
555	minuto	minuto
556	bebé	bebé
557	única	único
558	lejos	lejos
559	nuestras	nuestro
560	plan	plan
561	pienso	pensar
562	sentido	sentir
563	dormir	dormir
564	digas	decir
565	palabra	palabra
566	correcto	correcto
567	control	control
568	vemos	ver
569	entiendes	entender
570	país	país
571	seis	seis
572	último	último
573	ésta	ésta
574	diga	decir
575	podrías	poder
576	pequeña	pequeña
577	cállate	callar
578	trato	tratar
579	rey	rey
580	sucede	suceder
581	muchachos	muchacho
582	jamás	jamás
583	cama	cama
584	srta	señorita
585	ayudar	ayudar
586	acerca	acercar
587	di	dar
588	cambio	cambiar
589	falta	faltar
590	hospital	hospital
591	lleva	llevar
592	presidente	presidente
593	mil	mil
594	gusto	gustar
595	conoces	conocer
596	diciendo	decir
597	os	os
598	ido	ir
599	general	general
600	extraño	extrañar
601	semanas	semana
602	coche	coche
603	peor	bien
604	mucha	mucho
605	disculpe	disculpar
606	diré	decir
607	anoche	anoche
608	perder	perder
609	vámonos	ir
610	nave	nave
611	cielo	cielo
612	habrá	haber
613	orden	orden
614	segura	seguro
615	querida	querer
616	niña	niña
617	increíble	increíble
618	además	además
619	deben	deber
620	libro	libro
621	calle	callar
622	café	café
623	piensas	pensar
624	hacemos	hacer
625	especial	especial
626	queremos	querer
627	irme	ir
628	perfecto	perfecto
629	buscar	buscar
630	odio	odiar
631	piensa	pensar
632	oficina	oficina
633	hablas	habla
634	libre	libre
635	agente	agente
636	york	jamón york
637	llamar	llamar
638	mala	mala
639	detrás	detrás
640	viste	ver
641	dile	decir
642	grandes	grande
643	recuerdas	recordar
644	real	real
645	estaban	estar
646	mía	mío
647	frente	frente
648	perdido	perder
649	llamo	llamar
650	muertos	muerto
651	millones	millón
652	asesino	asesinar
653	sueño	soñar
654	quisiera	querer
655	habría	haber
656	hará	hacer
657	viaje	viajar
658	probablemente	probablemente
659	resto	resto
660	estaré	estar
661	maldición	maldición
662	lamento	lamentar
663	muchacho	muchacho
664	avión	avión
665	ropa	ropa
666	fuerza	forzar
667	llamado	llamar
668	oído	oír
669	dado	dar
670	encima	encima
671	negro	negro
672	usar	usar
673	información	información
674	uds	ustedes
675	preguntas	pregunta
676	tuvo	tener
677	secreto	secreto
678	vuelve	volver
679	miren	mirar
680	quieras	querer
681	haría	hacer
682	acaba	acabar
683	otras	otro
684	incluso	incluso
685	sientes	sentar
686	deberíamos	deber
687	haz	haz
688	decirte	decir
689	boca	boca
690	dolor	dolor
691	baño	bañar
692	adentro	adentro
693	profesor	profesor
694	habitación	habitación
695	daño	dañar
696	tuyo	tuyo
697	seas	ser
698	noticias	noticia
699	demás	demás
700	querido	querer
701	duro	durar
702	poner	poner
703	prueba	probar
704	mire	mirar
705	tonto	tonto
706	campo	campar
707	siendo	ser
708	diez	diez
709	ése	ese
710	tranquilo	tranquilo
711	asunto	asunto
712	acabó	acabar
713	quédate	quedar
714	derecho	derecho
715	placer	placer
716	recuerda	recordar
717	estuve	estar
718	tratando	tratar
719	ejército	ejército
720	futuro	futuro
721	llevar	llevar
722	compañía	compañía
723	venido	venir
724	listos	listo
725	haremos	hacer
726	sitio	sitio
727	verlo	ver
728	puesto	poner
729	atención	atención
730	sino	sino
731	cambiar	cambiar
732	error	error
733	blanco	blanco
734	raro	raro
735	palabras	palabra
736	llegó	llegar
737	sal	salir
738	pase	pasar
739	mente	mente
740	sistema	sistema
741	película	película
742	anda	andar
743	ello	ello
744	negocio	negociar
745	novia	novia
746	permiso	permiso
747	creí	creer
748	suena	sonar
749	ocurre	ocurrir
750	oficial	oficial
751	espere	esperar
752	aire	aire
753	mató	matar
754	regresar	regresar
755	vio	ver
756	hazlo	hacer
757	trasero	trasero
758	grupo	grupo
759	entendido	entender
760	señorita	señorita
761	música	música
762	perra	perra
763	conoce	conocer
764	empezar	empezar
765	siente	sentar
766	acabo	acabar
767	estúpido	estúpido
768	diferente	diferente
769	traje	traje
770	modo	modo
771	encontré	encontrar
772	mensaje	mensaje
773	llamada	llamar
774	navidad	navidad
775	eras	ser
776	pena	penar
777	largo	largar
778	entra	entrar
779	piso	pisar
780	foto	foto
781	dijeron	decir
782	médico	médico
783	accidente	accidente
784	fuiste	ser
785	imposible	imposible
786	podríamos	poder
787	línea	línea
788	propia	propio
789	barco	barco
790	ganar	ganar
791	normal	normal
792	segundos	segundo
793	vive	vivir
794	mitad	mitad
795	quiera	querer
796	tras	tras
797	decirle	decir
798	lindo	lindo
799	funciona	funcionar
800	programa	programa
801	vine	venir
802	abre	abrir
803	sean	ser
804	pagar	pagar
805	fotos	foto
806	centro	centrar
807	supone	suponer
808	basura	basura
809	situación	situación
810	mejores	mejor
811	vienen	venir
812	encanta	encantar
813	marido	marido
814	personal	personal
815	maestro	maestro
816	hambre	hambre
817	ataque	atacar
818	culo	culo
819	dale	dar
820	pie	pie
821	conseguir	conseguir
822	trabajando	trabajar
823	gracioso	gracioso
824	dejó	dejar
825	pudo	poder
826	derecha	derecha
827	izquierda	izquierda
828	próxima	próximo
829	pobre	pobre
830	respuesta	respuesta
831	tipos	tipo
832	sentir	sentir
833	tenías	tener
834	pude	poder
835	darle	dar
836	voz	voz
837	amiga	amiga
838	gustan	gustar
839	vista	ver
840	salvo	salvar
841	loca	loco
842	hotel	hotel
843	hicieron	hacer
844	ten	tener
845	temo	temer
846	señal	señal
847	pelo	pelar
848	llevo	llevar
849	ayer	ayer
850	das	dar
851	nena	nena
852	servicio	servicio
853	tren	tren
854	bonito	bonito
855	mes	mes
856	tendrá	tener
857	tendrás	tener
858	edad	edad
859	ellas	ellas
860	hermosa	hermoso
861	honor	honor
862	simplemente	simplemente
863	llamas	llama
864	tengas	tener
865	corre	correr
866	baja	baja
867	sol	sol
868	siéntate	sentar
869	dan	dar
870	humano	humano
871	divertido	divertir
872	sexo	sexo
873	vuelto	volver
874	peligro	peligrar
875	mesa	mesa
876	siguiente	siguiente
877	hablo	hablar
878	disculpa	disculpar
879	decirme	decir
880	caja	caja
881	negocios	negociar
882	misión	misión
883	silencio	silencio
884	sale	salir
885	llegado	llegar
886	estaría	estar
887	regreso	regresar
888	media	medio
889	estan	estar
890	propio	propio
891	oro	orar
892	enseguida	enseguida
893	linda	lindo
894	prometo	prometer
895	esposo	esposar
896	norte	norte
897	hubo	haber
898	juro	jurar
899	muerta	morir
900	interesante	interesante
901	pensaba	pensar
902	busca	busca
903	terminar	terminar
904	tendré	tener
905	completamente	completamente
906	cita	citar
907	siete	siete
908	cumpleaños	cumpleaños
909	abogado	abogado
910	alrededor	alrededor
911	cerebro	cerebro
912	porqué	porqué
913	llave	llave
914	santo	santo
915	hermoso	hermoso
916	necesario	necesario
917	edificio	edificio
918	irnos	ir
919	aun	aun
920	tendremos	tener
921	vayas	ir
922	doy	dar
923	trae	traer
924	salió	salir
925	ley	ley
926	ahi	ahí
927	verdadero	verdadero
928	pelea	pelear
929	banco	banco
930	terrible	terrible
931	calma	calmar
932	cena	cenar
933	daré	dar
934	gobierno	gobierno
935	comprar	comprar
936	creen	crear
937	sargento	sargento
938	destino	destino
939	existe	existir
940	hacía	hacer
941	novio	novio
942	sala	sala
943	través	través
944	regalo	regalar
945	iglesia	iglesia
946	decía	decir
947	cualquiera	cualquiera
948	excelente	excelente
949	esperen	esperar
950	deseo	desear
951	alma	alma
952	diablo	diablo
953	deje	dejar
954	cuántos	cuántos
955	espada	espada
956	estábamos	estar
957	carne	carne
958	maravilloso	maravilloso
959	vidas	vida
960	sucedió	suceder
961	oí	oír
962	peligroso	peligroso
963	dirección	dirección
964	libertad	libertad
965	jesús	Jesús
966	ocurrió	ocurrir
967	veré	ver
968	sueños	sueño
969	pudiera	poder
970	detective	detective
971	sorpresa	sorpresa
972	tuya	tuyo
973	pies	pie
974	club	club
975	terminado	terminar
976	infierno	infierno
977	creía	creer
978	luna	luna
979	salvar	salvar
980	carta	carta
981	estés	estar
982	cielos	cielo
983	teniente	teniente
984	encuentra	encontrar
985	veamos	ver
986	quise	querer
987	escúchame	escuchar
988	necesitan	necesitar
989	ambos	ambo
990	decisión	decisión
991	enemigo	enemigo
992	hicimos	hacer
993	dulce	dulce
994	pruebas	probar
995	querías	querer
996	abuelo	abuelo
997	totalmente	totalmente
998	mirando	mirar
999	vayan	ir
1000	carrera	carrera
